"product_id","date_id","quantity","sale_peso","cost_peso"
"BMAKGORRO","20071229",0,20,8.7
"BCAMPQUARTZ","20071229",0,349,240.7
"BCAMP6","20071229",6,6,3.76
"BCAMPGUAN","20071229",0,20,11.5
"BMED1piel","20071229",0,20,4.6
"NCEBESPOT4","20071229",0,360,210
"BFIG8","20071229",1,65,45.34
"NALIVPOLAINA","20071229",1,120,62
"NMSRBOTGRIS","20071229",2,32,18.6
"BALIVINTPANT","20071229",0,55,25
"NALIVPORTGRAM","20071229",1,40,14.5
"BCAMPGUAN","20071229",0,20,11.5
"NMAKBOLSCOMP","20071229",1,35,20
"BMED1piel","20071229",0,20,4.6
"NMAKPANTDRY","20071229",0,390,216
"NALIVBOLSILLO","20071229",1,25,11
"NMAKPAMIR70","20071229",1,550,292
"NALIVERBOLPO","20071229",1,100,42
"NALIVPOLAINA","20071229",1,120,62
"BMEDABRIGO","20071229",0,28,8.56
"NMAKMIT","20071229",0,180,100
"NOUTGUANTW","20071229",0,85,49
"BALIVCAMINT","20071229",0,55,25
"NALIVPANTPOLAR","20071229",0,75,24
"NNALGACAN","20071229",1,135,79
"NMAKEXPEDJKT","20071229",0,560,312
"NALIVCUBREREF","20071229",1,80,46
"NMAKACONC","20071229",0,650,319
"NALQUILER","20071229",1,400,1
"BUNDERANTIP","20071229",1,160,98
"NALIVCUELLO","20071229",0,15,5
"NNALGENEBOTHID","20071229",1,42,25
"NALQUILER","20071229",1,1,1
"NALIVPOLAINA","20071229",1,120,62
"NLIBOKAW1000","20071229",0,1219,755
"BCAMPGUAN","20071229",0,20,11.5
"BMED1piel","20071229",0,20,4.6
"NALIVMEDABR","20071229",0,28,7.08
"NALIVPANTPOLAR","20071229",0,75,24
"NCEBEMORPHIC","20071229",1,250,123
"BMEDABRIGO","20071229",0,28,8.56
"NOUTGUANTW","20071229",0,85,49
"BALIVCAMINT","20071229",0,55,25
"NMAKMIT","20071229",0,180,100
"NALIVCUBREREF","20071229",1,80,46
"NALIVGORRO","20071229",0,20,6
"BCAMPBAST","20071229",1,120,72
"BALIVINTPANT","20071229",0,55,25
"BLIBOCAMPENDUR","20071229",0,700,499
"NALIVCUBREREF","20071229",1,80,46
"NALIVPAÑ","20071229",1,45,16
"BMED1piel","20071229",0,20,4.6
"NNALGACAN","20071229",1,135,79
"NFRONTANDES","20071229",1,380,215
"BMEDABRIGO","20071229",0,28,8.56
"NALQUILER","20071229",1,250,1
"NALQUILER","20071229",1,130,1
"NMAKEIGERLADY","20071229",0,135,74
"BMED1piel","20071229",0,20,4.6
"BAMBOO21","20071229",1,55,36.3
"NMAKPANTDESMH","20071229",0,200,108
"BCAMPGUAN","20071229",0,20,11.5
"NALIVGORRO","20071229",0,20,6
"BCAMPBAST","20071229",1,120,72
"NMAKCALZA","20071229",0,45,25
"BCAMPHMS","20071229",1,60,40.65
"BALIVINTPANT","20071229",0,55,25
"NALIVCAMP","20071229",0,120,36
"BMEDABRIGO","20071229",0,28,8.56
"BFIG8","20071229",1,65,45.34
"NALIVPAÑ","20071229",1,45,16
"NALIVPOLAINA","20071229",1,120,62
"BRECTADP6","20071229",1,185,129
"NNALGACAN","20071229",1,135,79
"NUNDERANTIP","20071229",1,160,78
"NALIVERBOLPO","20071229",2,100,42
"BMAKKID","20071229",0,46,21.3
"NMSRBOT1000","20071229",1,87,60
"BALIVCAMINT","20071229",0,55,25
"NMSRWHISPERINTER","20071229",1,500,285.2
"BCAMPGUAN","20071229",0,20,11.5
"BMED1piel","20071229",0,20,4.6
"BCAMP802","20071229",1,485,334.5
"BMEDABRIGO","20071229",0,28,8.56
"NMAKCAMISINTLADY","20071229",0,62,31.2
"BMED1piel","20071229",0,20,4.6
"NEURUSMOCH60","20071229",1,270,130
"BLIBOCLIMB","20071229",0,129,88
"NUNDERANTIP","20071229",1,160,78
"NOUTPAMIR50","20071229",1,400,228
"NMAKEIGERLADY","20071229",0,135,74
"NLENTERAYO","20071229",1,45,20
"NIMPERMEABILIZ","20071229",1,10,5.85
"NALIVCAMP","20071229",0,120,36
"NOUTRAIMANJKLADY","20071229",0,150,79
"BMED1piel","20071229",0,20,4.6
"BALIVCAMINT","20071229",0,55,25
"NLIBOUCUMAR","20071229",0,223,123
"BCAMPBAST","20071229",1,120,72
"NALIVPOLAINA","20071229",1,120,62
"NALIVERBOLPO","20071229",1,100,42
"BCAMPGUAN","20071229",0,20,11.5
"BCAMPGUAN","20071229",0,20,11.5
"NMAKCAMTREKK","20071229",0,130,72
"BALIVINTPANT","20071229",0,55,25
"NMSRWHISPERINTER","20071229",1,500,285.2
"NMSRBOT1000","20071229",1,85,60
"NUNDERANTEO","20071229",3,150,75
"NALQUILER","20071229",1,500,1
"NMAKARTIC","20071229",1,420,212
"BALIVINTPANT","20071229",0,55,25
"NALQUILER","20071229",1,200,1
"NMAKPAMIR90","20071229",1,600,319
"NALIVCUELLO","20071229",0,15,5
"NMAKGUANTPOL","20071229",0,35,19.2
"NALIVGORRO","20071229",0,20,6
"BJULBOSHERPA","20071229",1,155,78
"NALQUILER","20071229",1,30,1
"NUNDERANTEO","20071229",1,155,75
"BCAMPGUAN","20071229",0,20,11.5
"NOUTRAIMANJKLADY","20071229",0,150,79
"NOUTPAMIR50","20071229",1,400,228
"BALIVINTPANT","20071231",0,55,25
"NOUTGUANTW","20071231",0,85,49
"BALIVCAMINT","20071231",0,55,25
"NUNDEROUT","20071231",1,150,75
"BCAMPGUAN","20071231",0,20,11.5
"BCAMPAISLCLASSIC","20071231",2,160,105
"NFRONTANDES","20071231",1,380,215
"BMEDABRIGO","20071231",0,28,8.56
"NALIVCUBREREF","20080102",1,80,46
"BJULBOSHERPA","20080102",1,155,78
"NMAKGUANTPOL","20080102",0,35,19.2
"NUNDERANTIP","20080102",1,160,78
"NMAKPAMIR90","20080102",1,600,319
"NALQUILER","20080102",1,185,1
"NFRONTANDES","20080102",1,380,215
"BMEDABRIGO","20080102",0,28,8.56
"NALIVCUBMIT","20080102",1,120,39
"NMAKEXPEDJKT","20080102",0,560,312
"BMED1piel","20080102",0,20,4.6
"BCAMPGRAMP803","20080102",1,485,334
"BCAMPGUAN","20080102",0,20,11.5
"NALIVMOCH40","20080102",1,230,100
"NALIVCUBREREF","20080102",1,80,46
"NIMPERMEABILIZ","20080102",1,10,5.85
"BCAMPSTALK","20080102",1,455,330
"NALIVPANTPOLAR","20080102",0,75,24
"NEXPEDLADY","20080102",0,490,272
"BMED1piel","20080102",0,20,4.6
"BCRUX","20080102",1,620,417
"BMED1piel","20080102",0,20,4.6
"BJULBOSHERPA","20080102",1,160,78
"BMAKGORRO","20080102",0,20,8.7
"NMAKTERMPANT","20080102",0,62,34.4
"BMEDABRIGO","20080102",0,28,8.56
"BALIVINTPANT","20080102",0,55,25
"BALIVCAMINT","20080102",0,55,25
"BALIVINTPANT","20080102",0,55,25
"NNALGENEBOTHID","20080102",1,42,25
"NALIVCUBREREF","20080102",2,80,46
"NMAKTERMPANT","20080102",0,62,34.4
"NOUTPANTDESM","20080102",0,200,114
"NALIVMEDABR","20080102",0,28,7.08
"BBR455","20080102",1,9,5.12
"NOUTALPHA30","20080102",1,240,138
"NMAKTERMPANT","20080102",0,62,34.4
"BJULBOSHERPA","20080102",1,160,78
"NMAKPANTDESLADY","20080102",0,160,88
"NNMAKPOL","20080102",0,62,43.2
"NMAKCAMISINTLADY","20080102",0,62,31.2
"NMAKCAMISINT","20080102",0,62,34
"BMEDZOQ","20080102",0,10,3
"NALQUILER","20080102",1,172,1
"BMED1piel","20080102",0,20,4.6
"BCAMPGUAN","20080102",0,20,11.5
"BMEDABRIGO","20080102",0,28,8.56
"NALQUILER","20080102",1,230,1
"BCAMPGUAN","20080102",0,20,11.5
"BMED1piel","20080102",0,20,4.6
"BMEDABRIGO","20080102",0,28,8.56
"NALQUILER","20080102",1,256,1
"BBAMBOOEVEREST","20080102",1,160,99
"NOUTPAMIR50","20080102",1,400,228
"BHIG3","20080102",1,300,216
"BCAMPBAST","20080103",1,120,72
"BALIVINTPANT","20080103",0,55,25
"BJULBOSHERPA","20080103",1,155,78
"NMAKBOLS500","20080103",0,770,396
"BCAMPBAST","20080103",1,120,72
"NNALGACAN","20080103",1,135,79
"NMSRBOT1000","20080103",1,85,60
"NOUTNOVA","20080103",1,1920,1095
"BCAMPAISLMINI","20080103",1,240,189
"NMSRWHISP","20080103",1,430,241.8
"BCAMPHMS","20080103",5,42,40.65
"BCAMPCLIP","20080103",7,42,29
"BFUGATEARNES","20080103",3,175,117.37
"NIMPERMEABILIZ","20080103",1,15,5.85
"NMAKNEPAL","20080103",0,1280,668
"NALIVPANTPOLAR","20080103",0,75,24
"NALIVCUBREREF","20080103",1,80,46
"NMAKBOREAL60","20080103",1,450,236
"BAMBOO21","20080103",1,55,36.3
"BBRGL10","20080103",1,85,53.41
"BMEDABRIGO","20080103",0,25,8.56
"BALIVINTPANT","20080103",0,55,25
"BBROGASBOT","20080103",2,8,4.34
"NALIVCUBREREF","20080103",1,80,46
"NALIVMEDABR","20080103",0,28,7.08
"BALIVINTPANT","20080103",0,55,25
"BJULBOSHERPA","20080103",1,155,78
"BALIVCAMINT","20080103",0,55,25
"NMAKPANTDESMH","20080103",0,200,108
"BMED1piel","20080103",0,20,4.6
"BALIBOT","20080103",1,40,17
"BALIVINTPANT","20080103",0,55,25
"NMAKCAMTREKK","20080103",0,130,72
"NALIVPAÑ","20080103",1,45,16
"NOUTRAIMANJK","20080103",0,150,85
"NALQUILER","20080103",1,350,1
"BJULBOSHERPA","20080103",1,155,78
"NNALGACAN","20080103",1,135,79
"BMSRSTOW1600","20080103",1,136,91.5
"NMAKMOCHCTORRE","20080103",1,220,124.8
"NNALGACAN","20080103",1,135,79
"NMAK700","20080103",0,995,511
"NMAKBOREAL60","20080104",1,450,236
"BCAMPEXPRESS","20080104",1,349,253.37
"NCEBEMORPHIC","20080104",1,250,123
"BCAMPNEVE","20080104",1,300,210
"BMEDABRIGO","20080104",0,28,8.56
"NOUTFROG","20080104",1,1350,780
"NNALGENEBOTHID","20080104",1,32,25
"NMAKEIGERLADY","20080104",0,135,74
"NCEBEFIN","20080104",0,240,135
"NHIKKING","20080104",1,200,114
"NMAKPANTDESLADY","20080104",0,160,88
"BMEDABRIGO","20080104",0,28,8.56
"NALIVCUELLO","20080104",0,15,5
"BJULBOSHERPA","20080104",1,155,78
"NALIVCUBRELIV","20080104",1,30,13.5
"NALIVMOCHANAT","20080104",1,170,89
"BCAMPBAST","20080104",1,120,72
"NUNDEROUT","20080104",1,150,75
"NMAKCAMISINT","20080105",0,65,34
"BMAKKHUMBU","20080105",0,240,160
"NEXPEDLADY","20080105",0,490,272
"NMAKEIGERLADY","20080105",0,135,74
"NMAKMIT","20080105",0,180,100
"NOUTGUANTW","20080105",0,85,49
"NMAKWINDCAMLADY","20080105",0,300,169.6
"NMAKMIT","20080105",0,180,100
"NOUTGUANTW","20080105",0,85,49
"NMAKWINDCAMLADY","20080105",0,300,169.6
"NMAKBOREAL60","20080107",1,450,236
"NMAKEXPEDJKT","20080107",0,560,312
"BCAMPBAST","20080107",1,130,72
"BMSRSTOW1600","20080107",1,136,91.5
"NALIVCUBREREF","20080107",1,80,46
"BHIG3","20080107",1,300,216
"BAMBOO21","20080107",2,55,36.3
"NMAKPAMIR90","20080107",1,600,319
"NCEBESPOT4","20080107",0,370,210
"NTEKMAGN","20080107",1,30,17
"BBAMBOOEVEREST","20080108",1,160,99
"BAMBOO21","20080108",1,55,36.3
"NOUTRAIMANJKLADY","20080108",0,150,79
"NALIVBOLSILLO","20080108",1,25,11
"BMEDZOQ","20080108",0,10,3
"NALIVCUELLO","20080108",0,20,5
"BBOTPICO","20080108",1,37,24.8
"NLENTERAYO","20080108",1,45,20
"NEURBOLS","20080108",1,10,7.5
"NOUTMOCHEIGER","20080108",1,470,267
"BHIG3","20080108",1,300,216
"NALQUILER","20080108",1,1000,1
"NALIVCUBREREF","20080108",1,80,46
"NALIVPAÑ","20080108",1,45,16
"NCEBESPOT4","20080108",0,370,210
"NALIVBUZO","20080108",0,85,34
"NOUTPANTRAIM","20080108",1,140,93
"NMAKEIGERLADY","20080108",0,135,74
"NMAKCAMISINTLADY","20080108",0,65,31.2
"BMSRBOTGRIS","20080108",1,35,22.89
"NALIVCUELLO","20080108",0,20,5
"NALIVMOCH40","20080108",1,250,100
"BJULBOSHERPA","20080108",1,155,78
"NALIVCUBREREF","20080108",2,100,46
"NALIVMOCH40","20080109",1,250,100
"NMAKPANTDESMH","20080109",0,200,108
"NALIVPAÑ","20080109",1,45,16
"NALIVMEDABR","20080109",0,28,7.08
"NMAKCAMISINT","20080109",0,65,34
"NMAKACONC","20080109",0,650,319
"BALIVINTPANT","20080109",0,55,25
"BMED1piel","20080109",0,20,4.6
"NALQUILER","20080109",1,180,1
"BMED1piel","20080109",0,20,4.6
"NMAKARTIC","20080109",1,420,212
"BLUBRILINEA","20080109",1,25,18.3
"BBAMBOOEVEREST","20080109",1,160,99
"NALICUBRERIST","20080109",1,40,25
"BLUBRILINEA","20080109",1,25,18.3
"BCAMPBAST","20080110",1,120,72
"NOUTRAIMANJKLADY","20080110",0,150,79
"NALIVCUELLO","20080110",0,20,5
"NALIVBOLSILLO","20080110",2,30,11
"BBR455","20080110",2,10,5.12
"NALQUILER","20080110",1,80,1
"NMAKCAMISINTLADY","20080110",0,65,31.2
"NALIVGORRO","20080110",0,20,6
"NMAKGUANTPOL","20080110",0,35,19.2
"BALIVINTPANT","20080110",0,60,25
"NALIVPANTPOLAR","20080110",0,75,24
"BMEDABRIGO","20080110",0,28,8.56
"NMAKEIGERLADY","20080110",0,135,74
"BMED1piel","20080110",0,20,4.6
"NMAKCLASSIC","20080110",0,500,252
"NALQUILER","20080110",1,240,1
"BMAKPANTDESLADY","20080111",0,160,106
"NALQUILER","20080111",1,90,1
"BMED1piel","20080111",0,20,4.6
"NALIVCUELLO","20080111",0,20,5
"NOUTPANTRAIM","20080111",1,150,93
"BHMS","20080111",1,72,64
"NFUGARNES","20080111",0,180,87
"BCAMPRSTAR","20080111",1,238,151
"BFIG8","20080111",1,65,45.34
"BCAMP6","20080111",6,6,3.76
"NMAKPAMIR90","20080111",1,600,319
"NMAKBOREAL60","20080111",1,450,236
"BAMBOO21","20080111",1,60,36.3
"NMAKCAMISINT","20080111",0,65,34
"BOUTMOCHEIGER","20080111",1,470,323
"NALIVGORRO","20080111",0,20,6
"NALICUBRERIST","20080112",1,40,25
"BAMBOO21","20080112",1,55,36.3
"BOUTRAIMANJKLADY","20080112",0,150,96
"NALIVERBOLPO","20080112",1,100,42
"NMAKCAMTREKK","20080112",0,130,72
"BBOLSAHIDNALG","20080112",1,120,75.15
"BCAMPAISLCLASSIC","20080112",1,160,105
"NLENTERAYO","20080112",1,45,20
"BMSRBOTGRIS","20080112",1,35,22.89
"NALIVERBOLPO","20080112",1,100,42
"BALIVCAMINT","20080112",0,60,25
"BMED1piel","20080112",0,20,4.6
"BMEDZOQ","20080112",0,10,3
"NALIVMOCH40","20080112",1,250,100
"NEURUSOUSA","20080112",1,200,95
"NEURUSRIÑO","20080112",1,35,15
"BBR455","20080114",2,10,5.12
"BCAMPCORD7","20080114",4,7,5.15
"NUNDERANTEO","20080114",1,155,75
"BCAMPGUAN","20080114",0,20,11.5
"BCAMP6","20080114",2,6,3.76
"NMAKVIVAC","20080114",1,295,171
"NALIVCUBMIT","20080114",1,120,39
"NUNDERANTIP","20080114",1,160,78
"NMAKGUANTPOL","20080114",0,35,19.2
"NIMPERMEABILIZ","20080114",1,10,5.85
"BVITO503","20080114",1,47,32
"BMED1piel","20080115",0,20,4.6
"BMSRBOTGRIS","20080115",2,35,22.89
"BMEDABRIGO","20080115",0,28,8.56
"BALIBOT","20080115",1,40,17
"NOUTPANTDESM","20080115",0,200,114
"NLENTERAYO","20080115",1,45,20
"BBOLSAHIDNALG","20080115",1,120,75.15
"NALIVPAÑ","20080115",1,45,16
"BMED1piel","20080115",0,20,4.6
"NUNDERANTEO","20080115",1,155,75
"BMEDZOQ","20080115",0,10,3
"NMAKTRANGO","20080115",0,110,60
"NOUTRAIMANJK","20080115",0,150,85
"NMAKCAMISINTLADY","20080115",0,65,31.2
"NALQUILER","20080115",1,825,1
"BBROGASBOT","20080115",1,8,4.34
"NFRONTANDES","20080115",1,380,215
"NALIVMEDABR","20080115",0,28,7.08
"BNALGACAN","20080115",1,150,97
"BCAMPBAST","20080115",1,120,72
"NALIVCUBREREF","20080115",1,100,46
"NOUTMOUNTPANT","20080115",0,410,230
"NMAKWINDCAMLADY","20080115",0,300,169.6
"NCEBESPOT4","20080115",0,360,210
"NOUTGUANTW","20080115",0,85,49
"BCAMPGRAMP803","20080115",1,485,334
"BMEDABRIGO","20080115",0,28,8.56
"BORIX","20080115",1,220,138
"BMED1piel","20080115",0,20,4.6
"NCUBRE3 X","20080115",0,135,75
"BCAMPNEVE","20080115",1,300,210
"BMSRSTOW1600","20080115",1,136,91.5
"NMAKVIVAC","20080115",1,295,171
"NALIVGORRO","20080115",0,20,6
"NALIVCUBREREF","20080115",1,100,46
"BJULBOSHERPA","20080115",1,155,78
"NMAKACONC","20080115",0,650,319
"NMAKNEPAL","20080115",0,1280,668
"NLIBOCLIMB","20080115",0,129,73
"NALIVBOLSILLO","20080115",1,1,11
"BALIVINTPANT","20080115",0,60,25
"NMAKGUANTPOL","20080115",0,35,19.2
"NMAKTRANGO","20080115",0,110,60
"NOUTPANTRAIM","20080115",2,140,93
"NMAKEXPEDJKT","20080115",0,560,312
"NALIVGORRO","20080115",0,20,6
"BMAKGORRO","20080115",0,25,8.7
"NMAKCAMISINTLADY","20080115",0,65,31.2
"NALIVCUBREREF","20080115",2,100,46
"BMEDABRIGO","20080115",0,28,8.56
"NALIVPANTPOLAR","20080115",0,75,24
"NALIVPANTPOLLADY","20080115",0,75,24
"BALIVCAMINT","20080115",0,60,25
"NLENTERAYO","20080115",2,45,20
"NMAKEIGERLADY","20080115",0,140,74
"NALIVCAMP","20080115",0,120,36
"NIMPERMEABILIZ","20080115",1,15,5.85
"BCAMPAISLCLASSIC","20080115",2,160,105
"NMAKPANTINTLADY","20080115",0,65,31.2
"BMED1piel","20080115",0,20,4.6
"NMAKPAMIR90","20080115",1,600,319
"NEXPEDLADY","20080115",0,490,272
"BOUTRAIMANJKLADY","20080116",0,150,96
"NALICUBRERIST","20080116",1,45,25
"NEURUSMOCH60","20080116",1,270,130
"NALQUILER","20080116",1,270,1
"NALQUILER","20080116",1,100,1
"BBAMBOOEVEREST","20080117",2,160,99
"BNALGACAN","20080117",2,150,97
"NOUTPANTDESM","20080117",0,200,114
"NALIVBUZO","20080117",0,85,34
"BMED1piel","20080117",0,20,4.6
"NOUTPANTDESM","20080117",0,200,114
"BMEDABRIGO","20080117",0,28,8.56
"NFRONTANDES","20080117",1,380,215
"NALIVPANTIMP","20080117",0,150,100
"BGEL","20080118",4,4,2.76
"BFRASCOS","20080118",1,20,14
"NALIVPAÑ","20080118",1,45,16
"BMED1piel","20080118",0,20,4.6
"NALIVGORRO","20080118",0,20,6
"NALIVPAÑ","20080118",1,45,16
"BMEDABRIGO","20080118",0,28,8.56
"NOUTGUANTW","20080118",0,85,49
"NOUTMOCHYAK70","20080118",1,595,340
"NALIVCUBREREF","20080118",1,100,46
"NALIVPOLAINA","20080118",1,150,54
"BBOLSAHIDNALG","20080118",1,120,75.15
"BLUBRILINEA","20080118",1,25,18.3
"BBRMARM","20080118",1,75,36
"NFRONTANDES","20080118",1,380,215
"BMAKKHUMBU","20080118",0,240,160
"BCAMPCINTA","20080118",6,13,8.33
"BCAMP6","20080118",5,6,3.76
"NMAKCAMITREKKL","20080118",0,125,68
"NLIBOCLIMB","20080118",0,129,73
"NMAKCAMTREKK","20080118",0,130,72
"NLENTERAYO","20090209",1,60,20
"NLENTERAYO","20080118",1,45,20
"NALICUBRERIST","20080118",3,40,25
"NMAKTERMPANT","20080118",0,65,34.4
"BALIBOT","20080118",1,40,17
"NNMAKPOL","20080118",0,77,43.2
"BFRASCOS","20080118",2,20,14
"BALIVCAMINT","20080118",0,60,25
"NALIVPANTIMP","20080118",0,200,100
"NMSRBOT1000","20080118",2,95,52
"NMSRWHISPERINTER","20080118",1,520,290
"BJULBOSHERPA","20080118",1,160,78
"NALIVPAÑ","20080118",1,1,16
"BMSRBOTGRIS","20080118",1,35,22.89
"NMAKPANTDESMH","20080118",0,200,108
"BBOTPICO","20080118",1,37,24.8
"NEURUSMOCH60","20080119",1,250,130
"BMED1piel","20080119",0,20,4.6
"BCAMPGUAN","20080119",0,20,11.5
"NFRONTANDES","20080119",1,380,215
"BCAMPEXPRESS","20080119",1,349,253.37
"NMAKNEPAL","20080119",0,1280,668
"BGUILLUMET","20080119",1,340,213.76
"NMAKGUANTPOL","20080119",0,35,19.2
"BMEDABRIGO","20080119",0,28,8.56
"NMAKTERMPANT","20080119",0,65,34.4
"NMAKCHALLADYPOL","20080119",0,100,52
"NALIVGORRO","20080119",0,25,6
"NMAKCAMISINTLADY","20080119",0,65,31.2
"NALIVMOCHANAT","20080119",1,145,89
"BMED1piel","20080119",0,20,4.6
"NALIVBUZO","20080119",0,90,34
"NALIVCUELLO","20080119",0,20,5
"NALQUILER","20080119",1,25,1
"NMAKEIGERLADY","20080119",0,140,74
"BHIKKING","20080119",1,220,138
"NMAKGUANTPOL","20080119",0,35,19.2
"BMEDABRIGO","20080119",0,28,8.56
"NALIVCUBREREF","20080119",1,100,46
"NALIVPOLAINA","20080119",1,150,54
"NALIVPAÑ","20080119",1,45,16
"BMED1piel","20080119",0,20,4.6
"BBR455","20080119",4,10,5.12
"BHIG3","20080119",1,300,216
"NMAKPANTDESLADY","20080119",0,160,88
"NCUBRE3 X","20080119",0,135,75
"BCAMPGUAN","20080119",0,20,11.5
"BBR455","20080119",3,10,5.12
"NMAKGUANTPOL","20080119",0,35,19.2
"BMEDABRIGO","20080119",0,28,8.56
"NALIVGORRO","20080119",0,20,6
"NALQUILER","20080119",1,100,1
"BOUTPAMIR50","20080121",1,400,276
"NORIX","20080121",1,220,122
"BMED1piel","20080121",0,20,4.6
"BALIVINTPANT","20080121",0,60,25
"BMEDABRIGO","20080121",0,28,8.56
"BCAMPAISLMINI","20080121",1,290,189
"NUNDERCLIP","20080121",1,250,130
"BMED1piel","20080121",0,20,4.6
"NALIVPANTIMP","20080121",0,200,100
"BFRASCOS","20080121",2,20,14
"NALQUILER","20080121",1,150,1
"NALIVPOLAINA","20080121",1,120,54
"NMAKPANTDESMH","20080122",0,200,108
"BMAKKHUMBU","20080122",0,240,160
"NALIVPORTGRAM","20080122",1,40,14.5
"NUNDERANTIP","20080122",1,160,78
"NALIVPORTGRAM","20080122",1,40,14.5
"BBUFF","20080122",1,70,48
"BJULBOSHERPA","20080122",1,150,78
"NALQUILER","20080122",1,60,1
"NALIVPOLAINA","20080122",1,150,54
"NALIVERBOLPO","20080122",1,100,42
"NALIVPORTGRAM","20080122",1,40,14.5
"BNALGENEBOTHID","20080122",1,45,30.5
"NOUTGUANTW","20080122",0,85,49
"NALIVPANTIMP","20080122",0,250,100
"BCAMPGUAN","20080122",0,20,11.5
"BMED1piel","20080122",0,20,4.6
"NMAKPANTINTLADY","20080122",0,65,31.2
"NMAKCAMISINTLADY","20080122",0,65,31.2
"NALQUILER","20080122",1,350,1
"BBR455","20080122",1,10,5.12
"NMAKCAMISINT","20080122",0,65,34
"BMED1piel","20080122",0,20,4.6
"NALQUILER","20080122",1,420,1
"BDOITECART","20080122",1,15,10
"NALIVERBOLPO","20080123",1,100,42
"NMAKGUANTPOL","20080123",0,35,19.2
"NMAKCAMISINTLADY","20080123",0,65,31.2
"NALIVCUBREREF","20080123",1,100,46
"BMEDABRIGO","20080123",0,28,8.56
"NALIVCUBREREF","20080123",1,100,46
"BMAKCAMISINTLADY","20080123",0,65,37.75
"BMED1piel","20080123",0,20,4.6
"NALIVBOLSILLO","20080123",1,30,11
"BDOITECART","20080123",4,15,10
"NMAKPANTDESLADY","20080124",0,160,88
"NALICUBRERIST","20080124",1,45,25
"NALIVPAÑ","20080124",1,45,16
"BMEDABRIGO","20080124",0,28,8.56
"BCEBESPOT","20080124",1,370,266
"NMAKPANTINTLADY","20080124",0,65,31.2
"BMED1piel","20080124",0,20,4.6
"BALIVINTPANT","20080124",0,60,25
"BMEDZOQ","20080124",0,10,3
"BGUILLUMET","20080124",1,320,213.76
"NGUILLUMET","20080124",1,320,188
"BMAKPANTDESLADY","20080124",0,160,106
"NMAKWINDCAMLADY","20080124",0,300,169.6
"BMED1piel","20080124",0,20,4.6
"NMAKPANTDESMH","20080124",0,200,108
"NMAKKHUMBU","20080124",0,240,132
"NALIVCUBMIT","20080125",1,120,39
"NMSRXGK","20080125",1,780,453
"NMAKTRANGO","20080125",0,110,60
"NALICUBRERIST","20080125",2,45,25
"NOUTPAMIR50","20080125",1,400,228
"NALIVBOLSILLO","20080125",2,30,11
"NMSRBOT1000","20080125",1,95,52
"NMSRWHISPERINTER","20080125",1,520,290
"BMSRBOTGRIS","20080125",1,35,22.89
"NMAKPANTINTLADY","20080125",0,65,31.2
"NMAKPANTDESLADY","20080125",0,160,88
"NMAKCAMISINTLADY","20080125",0,65,31.2
"BMEDABRIGO","20080125",0,28,8.56
"NMAKPANTDESLADY","20080125",0,160,88
"BMED1piel","20080126",0,20,4.6
"NALIVBOLSILLO","20080126",1,30,11
"NMAKEXPEDJKT","20080126",0,560,312
"NALIVCUBREREF","20080126",1,100,46
"BCAMPBAST","20080126",1,120,72
"BALIVREMH","20080126",0,50,22.14
"BNALGACAN","20080126",1,150,97
"NMAKGUANTPOL","20080126",0,35,19.2
"NMAKACONC","20080126",0,650,319
"NMAKCAMISINT","20080126",0,65,34
"NMAKGUANTPOL","20080126",0,35,19.2
"NALIVERBOLPO","20080126",1,100,42
"NALIVPAÑ","20080126",1,45,16
"BANTEOJOS","20080126",1,45,25
"BFRASCOS","20080126",4,20,14
"NCEBEMORPHIC","20080126",1,250,123
"NOUTPANTDESM","20080126",0,200,114
"BHIG3","20080128",1,300,216
"NMAKCALZA","20080128",0,40,25
"NMAKPANTDESLADY","20080128",0,160,88
"NEURUSRIÑO","20080128",1,37,15
"NALIVGORRO","20080128",0,20,6
"NEURBOLS","20080128",3,10,7.5
"NMAKPANTDESLADY","20080128",0,160,88
"BNALGENEBOTHID","20080128",1,45,30.5
"BMAKKID","20080128",0,40,21.3
"BNALGACAN","20080128",1,150,97
"NMAKBOLSCOMP","20080128",1,40,20
"BMED1piel","20080128",0,20,4.6
"BALIVREMH","20080128",0,50,22.14
"NMAKCAMISINTLADY","20080128",0,65,31.2
"BMAKPOL","20080128",0,77,52.27
"NALQUILER","20080128",1,120,1
"BCAMPBAST","20080129",2,120,72
"NMAKCAMISINTLADY","20080129",0,65,31.2
"BGEL","20080129",30,4,2.76
"NCEBESPOT4","20080129",0,370,210
"BFRASCOS","20080129",5,20,13.45
"NALQUILER","20080129",1,60,1
"NALIVMEDABR","20080129",0,28,7.08
"NMAKEIGERLADY","20080130",0,140,74
"NEURUSMOCH60","20080130",1,295,130
"NALICUBRERIST","20080130",1,45,25
"BEURUSAUST","20080130",1,65,23
"BBR455","20080130",2,10,5.12
"BCAMPAISLMINI","20080130",1,290,189
"NGUILLUMET","20080130",1,340,188
"NMAKCAMITREKKL","20080130",0,125,68
"NOUTSUPERN","20080130",1,2050,1178
"BNALGACAN","20080130",1,150,97
"NNMAKPOL","20080130",0,77,43.2
"NMAKKHUMBU","20080130",0,240,132
"NMAKPANTDESMH","20080130",0,200,108
"BALIVCAMINT","20080130",0,50,25
"BMED1piel","20080130",0,20,4.6
"NMAKCAMTREKK","20080130",0,130,72
